,Word,Pinyin,Level,First Translation,Other Translations,Duplicate Pinyin
2047,安裝,ānzhuāng,6,to install,"to erect, to fix, to mount, installation",
2048,按時,ànshí,6,on time,"before deadline, on schedule",
2049,暗,àn,6,to close (a door),"to eclipse, muddled, stupid, ignorant, variant of 暗[an4]",Duplicate Pinyin
2050,暗中,ànzhōng,6,in the dark,"in secret, on the sly, surreptitiously",
2051,骯髒,āngzhāng,6,dirty,filthy,
2052,熬,áo,6,to boil,"to simmer, to cook on a slow fire, to extract by heating, to decoct, to endure",
2053,拔,bá,6,to pull up,"to pull out, to draw out by suction, to select, to pick, to stand out (above level), to surpass, to seize",
2054,罷工,bàgōng,6,a strike,to go on strike,
2055,罷了,bàle,6,"a modal particle indicating (that's all, only, nothing much)","a modal particle indicating (don't mind it, ok)",
2056,擺脫,bǎituō,6,to break away from,"to cast off (old ideas etc), to get rid of, to break away (from), to break out (of), to free oneself from, to extricate oneself",
2057,拜拜,bàibai,6,(loanword) bye-bye,"also pr. [bai1 bai1] etc, (coll.) to part ways (with sb), (fig.) to have nothing further to do (with sb or sth), to pay one's respects by bowing with hands in front of one's chest clasping joss sticks, or with palms pressed together, (Taiwan) religious ceremony in which offerings are made to a deity",
2058,拜訪,bàifǎng,6,to pay a visit,to call on,
2059,拜年,bàinián,6,to pay a New Year call,to wish sb a Happy New Year,
2060,拜託,bàituō,6,to request sb to do sth,please!,
2061,班長,bānzhǎng,6,class monitor,"squad leader, team leader, CL:個|个[ge4]",
2062,搬運,bānyùn,6,freight,"transport, portage, to transport, to carry",
2063,拌,bàn,6,to mix,"to mix in, to toss (a salad)",Duplicate Pinyin
2064,半路,bànlù,6,halfway,"midway, on the way",
2065,半數,bànshù,6,half the number,half,
2066,辦公,bàngōng,6,to handle official business,to work (esp. in an office),
2067,辦事,bànshì,6,to handle (affairs),to work,
2068,扮演,bànyǎn,6,to play the role of,to act,
2069,傍晚,bāngwǎn,6,in the evening,"when night falls, towards evening, at night fall, at dusk",
2070,磅,bàng,6,platform balance,"(loanword) pound (unit of weight, about 454 grams), see 磅秤 scale",
2071,棒子,bàngzi,6,stick,"club, cudgel, maize (corn), ear of maize, corncob, (derog.) Korean",
2072,包裹,bāoguǒ,6,to wrap up,"to bind up, bundle, parcel, package, CL:個|个[ge4]",
2073,包括,bāokuò,6,to comprise,"to include, to involve, to incorporate, to consist of",
2074,包裝,bāozhuāng,6,to pack,"to package, to wrap, packaging",
2075,保持,bǎochí,6,to keep,"to maintain, to hold, to preserve",
2076,保存,bǎocún,6,to conserve,"to preserve, to keep, to save (a file etc) (computing)",
2077,保留,bǎoliú,6,to retain,"to continue to have, to preserve, to maintain, to reserve, reservations, to hold back (approval or acceptance)",
2078,保衛,bǎowèi,6,to defend,to safeguard,
2079,保障,bǎozhàng,6,to ensure,"to guarantee, to safeguard",
2080,寶寶,bǎobao,6,darling,baby,
2081,報仇,bàochóu,6,to take revenge,to avenge,Duplicate Pinyin
2082,報答,bàodá,6,to repay,to requite,
2083,報導,bàodǎo,6,to report (in the media),(news) report,
2084,報到,bàodào,6,to report for duty,"to check in, to register",
2085,報警,bàojǐng,6,to sound an alarm,to report sth to the police,
2086,報社,bàoshè,6,newspaper (i.e. a company),CL:家[jia1],
2087,暴力,bàolì,6,violence,"force, violent",
2088,暴躁,bàozào,6,irascible,"irritable, violent",
2089,爆炸,bàozhà,6,explosion,"to explode, to blow up, to detonate",
2090,悲劇,bēijù,6,tragedy,CL:出[chu1],
2091,悲痛,bēitòng,6,grieved,sorrowful,
2092,倍,bèi,6,"(two, three etc) -fold","times (multiplier), double, to increase or multiply",Duplicate Pinyin
2093,背面,bèimiàn,6,the back,"the reverse side, the wrong side",
2094,奔,bēn,6,variant of 奔[ben1],variant of 奔[ben4],
2095,奔跑,bēnpǎo,6,to run,,
2096,本領,běnlǐng,6,skill,"ability, capability, CL:項|项[xiang4],個|个[ge4]",
2097,本身,běnshēn,6,itself,"in itself, per se",
2098,本土,běntǔ,6,one's native country,"native, local, metropolitan territory",
2099,笨重,bènzhòng,6,heavy,"cumbersome, unwieldy",
2100,比方,bǐfāng,6,analogy,"instance, for instance",
2101,比例,bǐlì,6,proportion,scale,
2102,彼此,bǐcǐ,6,each other,one another,
2103,筆記,bǐjì,6,to take down (in writing),"notes, a type of literature consisting mainly of short sketches, CL:本[ben3]",
2104,筆試,bǐshì,6,written examination,paper test (for an applicant),
2105,閉,bì,6,to close,"to stop up, to shut, to obstruct",Duplicate Pinyin
2106,編,biān,6,to weave,"to plait, to organize, to group, to arrange, to edit, to compile, to write, to compose, to fabricate",
2107,扁,biǎn,6,flat,"(coll.) to beat (sb) up, small boat, surname Pian, old variant of 匾[bian3]",Duplicate Pinyin
2108,便利,biànlì,6,convenient,"easy, to facilitate",
2109,變動,biàndòng,6,to change,"to fluctuate, change, fluctuation",
2110,標題,biāotí,6,title,"heading, headline, caption, subject",
2111,標誌,biāozhì,6,sign,"mark, symbol, logo, to symbolize, to indicate, to mark",
2112,表格,biǎogé,6,form,"table, CL:張|张[zhang1],份[fen4]",
2113,表情,biǎoqíng,6,(facial) expression,"to express one's feelings, expression",
2114,表揚,biǎoyáng,6,to praise,to commend,
2115,丙,bǐng,6,third of the ten Heavenly Stems 十天干[shi2 tian1 gan1],"third in order, letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc, ancient Chinese compass point: 165°, propyl",Duplicate Pinyin
2116,並,bìng,6,and,"furthermore, also, together with, (not) at all, simultaneously, to combine, to join, to merge",
2117,並且,bìngqiě,6,and,"besides, moreover, furthermore, in addition",
2118,病毒,bìngdú,6,virus,,
2119,病房,bìngfáng,6,ward (of a hospital),"sickroom, CL:間|间[jian1]",
2120,撥,bō,6,"to push aside with the hand, foot, a stick etc","to dial, to allocate, to set aside (money), to poke (the fire), to pluck (a string instrument), to turn round, classifier: group, batch",Duplicate Pinyin
2121,菠菜,bōcài,6,spinach,CL:棵[ke1],
2122,波動,bōdòng,6,to undulate,"to fluctuate, wave motion, rise and fall",
2123,玻璃,bōli,6,glass,"(slang) male homosexual, CL:張|张[zhang1],塊|块[kuai4]",
2124,薄,bó,6,thin,"cold in manner, indifferent, weak, light, infertile, meager, slight, weak, ungenerous or unkind, frivolous, to despise, to belittle, to look down on, to approach or near, surname Bo, see 薄荷[bo4 he5]",
2125,薄弱,bóruò,6,weak,frail,
2126,伯父,bófù,6,father's elder brother,"term of respect for older man, CL:個|个[ge4]",
2127,伯母,bómǔ,6,wife of father's elder brother,"aunt, (polite form of address for a woman who is about the age of one's mother), CL:個|个[ge4]",
2128,捕,bǔ,6,to catch,"to seize, to capture",Duplicate Pinyin
2129,補,bǔ,6,to repair,"to patch, to mend, to make up for, to fill (a vacancy), to supplement",Duplicate Pinyin
2130,補償,bǔcháng,6,to compensate,to make up,
2131,補充,bǔchōng,6,to replenish,"to supplement, to complement, additional, supplementary, CL:個|个[ge4]",
2132,補課,bǔkè,6,to make up missed lesson,to reschedule a class,
2133,補習,bǔxí,6,to take extra lessons in a cram school or with a private tutor,,
2134,補助,bǔzhù,6,to subsidize,"subsidy, allowance",
2135,不大,bùdà,6,not very,"not too, not often",
2136,不安,bùān,6,unpeaceful,"unstable, uneasy, disturbed, restless, worried",
2137,不成,bùchéng,6,won't do,"unable to, (at the end of a rhetorical question) can that be?",
2138,不當,bùdàng,6,unsuitable,"improper, inappropriate",
2139,不到,bùdào,6,not to arrive,"not reaching, insufficient, less than",
2140,不得已,bùdéyǐ,6,to act against one's will,"to have no alternative but to, to have to, to have no choice, must",
2141,不敢當,bùgǎndāng,6,lit. I dare not (accept the honor); fig. I don't deserve your praise,you flatter me,
2142,不顧,bùgù,6,in spite of,regardless of,
2143,不見得,bùjiànde,6,not necessarily,not likely,
2144,不僅,bùjǐn,6,not only (this one),not just (...) but also,
2145,不良,bùliáng,6,bad,"harmful, unhealthy",
2146,不平,bùpíng,6,uneven,"injustice, unfairness, wrong, grievance, indignant, dissatisfied",
2147,不然,bùrán,6,not so,"no, or else, otherwise, if not, How about ...?",
2148,不許,bùxǔ,6,not to allow,"must not, can't",
2149,不宜,bùyí,6,not suitable,"inadvisable, inappropriate",
2150,不由得,bùyóude,6,can't help,cannot but,
2151,不止,bùzhǐ,6,incessantly,"without end, more than, not limited to",
2152,部隊,bùduì,6,army,"armed forces, troops, force, unit, CL:個|个[ge4]",
2153,部長,bùzhǎng,6,head of a (government etc) department,"section chief, section head, secretary, minister, CL:個|个[ge4],位[wei4],名[ming2]",
2154,財產,cáichǎn,6,property,"assets, estate, CL:筆|笔[bi3]",
2155,財富,cáifù,6,wealth,riches,
2156,才能,cáinéng,6,talent,"ability, capacity",
2157,裁判,cáipàn,6,judgment,"to referee, umpire, judge, referee, CL:個|个[ge4],位[wei4],名[ming2]",
2158,裁員,cáiyuán,6,to cut staff,to lay off employees,
2159,踩,cǎi,6,to step on,"to tread, to stamp, to press a pedal, to pedal (a bike), variant of 踩[cai3]",
2160,採購,cǎigòu,6,to procure (for an enterprise etc),to purchase,
2161,彩色,cǎisè,6,color,"multi-colored, CL:種|种[zhong3]",
2162,參與,cānyù,6,to participate (in sth),,
2163,蠶,cán,6,silkworm,,
2164,慚愧,cánkuì,6,ashamed,,
2165,慘,cǎn,6,miserable,"wretched, cruel, inhuman, disastrous, tragic, dim, gloomy",
2166,倉庫,cāngkù,6,depot,"storehouse, warehouse",
2167,藏,cáng,6,Tibet,"Xizang 西藏, to conceal, to hide away, to harbor, to store, to collect, storehouse, depository, Buddhist or Taoist scripture",
2168,操心,cāoxīn,6,to worry about,,
2169,操作,cāozuò,6,to work,"to operate, to manipulate",
2170,冊,cè,6,book,"booklet, classifier for books",
2171,策略,cèlüè,6,strategy,"tactics, crafty, adroit",
2172,測量,cèliáng,6,survey,"to measure, to gauge, to determine",
2173,測試,cèshì,6,to test (machinery etc),"to test (students), test, quiz, exam, beta (software)",
2174,測驗,cèyàn,6,test,"to test, CL:次[ci4],個|个[ge4]",
2175,差錯,chācuò,6,mistake,"slip-up, fault, error (in data transmission), accident, mishap",
2176,差距,chājù,6,disparity,gap,
2177,插,chā,6,old variant of 插[cha1],,Duplicate Pinyin
2178,插花,chāhuā,6,flower arranging,ikebana,
2179,插圖,chātú,6,illustration,,
2180,茶館,cháguǎn,6,teahouse,CL:家[jia1],
2181,茶會,cháhuì,6,tea party,,
2182,茶葉,cháyè,6,tea,"tea leaves, CL:盒[he2],罐[guan4],包[bao1],片[pian4]",
2183,拆,chāi,6,to tear open,"to tear down, to tear apart, to open",
2184,產量,chǎnliàng,6,output,,
2185,產業,chǎnyè,6,industry,"estate, property, industrial",
2186,常識,chángshì,6,common sense,"general knowledge, CL:門|门[men2]",Duplicate Pinyin
2187,長處,chángchù,6,good aspects,strong points,
2188,長度,chángdù,6,length,,
2189,長方形,chángfāngxíng,6,rectangle,,
2190,長久,chángjiǔ,6,(for a) long time,,
2191,長途,chángtú,6,long distance,,
2192,場地,chǎngdì,6,space,"site, place, sports pitch",
2193,場合,chǎnghé,6,situation,"occasion, context, setting, location, venue",
2194,場所,chǎngsuǒ,6,location,place,
2195,廠商,chǎngshāng,6,manufacturer,producer,
2196,抄,chāo,6,to make a copy,"to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms",
2197,鈔票,chāopiào,6,paper money,"a bill (e.g. 100 yuan), CL:張|张[zhang1],紮|扎[za1]",
2198,超出,chāochū,6,to exceed,"to overstep, to go too far, to encroach",
2199,超人,chāorén,6,"Superman, comic book superhero","superhuman, exceptional",
2200,超越,chāoyuè,6,to surpass,"to exceed, to transcend",
2201,超重,chāozhòng,6,"overweight (baggage, freight)",,
2202,朝,cháo,6,imperial or royal court,"government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards, morning, abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea",
2203,潮流,cháoliú,6,tide,"current, trend",
2204,潮溼,cháoshī,6,,,
2205,吵鬧,chǎonào,6,noisy,"raucous, to shout and scream",
2206,車票,chēpiào,6,ticket (for a bus or train),,
2207,扯,chě,6,to pull,"to tear, variant of 扯[che3]",
2208,澈底,chèdǐ,6,variant of 徹底|彻底[che4 di3],,
2209,沉,chén,6,to submerge,"to immerse, to sink, to keep down, to lower, to drop, deep, profound, heavy, see 黑沉沉[hei1 chen1 chen1]",
2210,陳列,chénliè,6,to display,to exhibit,
2211,稱,chēng,6,to fit,"balanced, suitable, to weigh, to state, to name, name, appellation, to praise, steelyard, variant of 秤[cheng4]",Duplicate Pinyin
2212,撐,chēng,6,to support,"to prop up, to push or move with a pole, to maintain, to open or unfurl, to fill to bursting point, brace, stay, support",Duplicate Pinyin
2213,成本,chéngběn,6,"(manufacturing, production etc) costs",,
2214,成分,chéngfèn,6,composition,"make-up, ingredient, element, component, one's social status, CL:個|个[ge4]",
2215,成交,chéngjiāo,6,to complete a contract,to reach a deal,
2216,成立,chénglì,6,to establish,"to set up, to be tenable, to hold water",
2217,成天,chéngtiān,6,(coll.) all day long,all the time,
2218,成為,chéngwéi,6,to become,to turn into,
2219,成語,chéngyǔ,6,"Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation","idiom, proverb, saying, adage, CL:條|条[tiao2],本[ben3],句[ju4]",
2220,乘,chéng,6,old variant of 乘[cheng2],,
2221,乘客,chéngkè,6,passenger,,
2222,誠懇,chéngkěn,6,sincere,"honest, cordial",
2223,誠意,chéngyì,6,sincerity,good faith,
2224,呈現,chéngxiàn,6,to appear,"to emerge, to present (a certain appearance), to demonstrate",Duplicate Pinyin
2225,程序,chéngxù,6,procedures,"sequence, order, computer program",
2226,吃虧,chīkuī,6,to suffer losses,"to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately",
2227,遲早,chízǎo,6,sooner or later,,
2228,尺寸,chǐcùn,6,size,"dimension, measurement",
2229,翅膀,chìbǎng,6,wing,"CL:個|个[ge4],對|对[dui4]",
2230,沖,chōng,6,(of water) to dash against,"to mix with water, to infuse, to rinse, to flush, to develop (a film), to rise in the air, to clash, to collide with",Duplicate Pinyin
2231,充分,chōngfèn,6,ample,"sufficient, adequate, full, fully, to the full",
2232,充滿,chōngmǎn,6,full of,"brimming with, very full, permeated",
2233,充足,chōngzú,6,adequate,"sufficient, abundant",
2234,崇拜,chóngbài,6,to worship,adoration,
2235,崇高,chónggāo,6,majestic,sublime,
2236,抽屜,chōuti,6,drawer,,
2237,愁,chóu,6,to worry about,,
2238,出產,chūchǎn,6,"to produce (by natural growth, or by manufacture, mining etc)","to yield, to turn out, produce, products",
2239,出境,chūjìng,6,to leave a country or region,"emigration, outbound (tourism)",
2240,出色,chūsè,6,remarkable,outstanding,
2241,出身,chūshēn,6,to be born of,"to come from, family background, class origin",
2242,出事,chūshì,6,to have an accident,to meet with a mishap,Duplicate Pinyin
2243,出售,chūshòu,6,to sell,"to offer for sale, to put on the market",
2244,出席,chūxí,6,to attend,"to participate, present",
2245,出院,chūyuàn,6,to leave hospital,to be discharged from hospital,
2246,初步,chūbù,6,initial,"preliminary, tentative",
2247,初級,chūjí,6,junior,primary,
2248,除非,chúfēi,6,"only if (..., or otherwise, ...)","only when, only in the case that, unless",
2249,儲存,chúcún,6,stockpile,"to store, to stockpile, storage",
2250,儲蓄,chúxù,6,to deposit money,"to save, savings",
2251,處罰,chǔfá,6,to penalize,to punish,
2252,處處,chùchù,6,everywhere,in all respects,
2253,傳播,chuánbò,6,to disseminate,"to propagate, to spread",
2254,傳達,chuándá,6,to pass on,"to convey, to relay, to transmit, transmission",
2255,傳單,chuándān,6,leaflet,"flier, pamphlet",
2256,傳染,chuánrǎn,6,to infect,contagious,
2257,傳說,chuánshuō,6,legend,"folklore, to repeat from mouth to mouth, they say that...",
2258,傳送,chuánsòng,6,to convey,to deliver,
2259,窗口,chuāngkǒu,6,window,"opening providing restricted access (e.g. customer service window), computer operating system window, fig. medium, intermediary, showpiece, testing ground",
2260,床單,chuángdān,6,bed sheet,"CL:條|条[tiao2],件[jian4],張|张[zhang1],床[chuang2]",
2261,幢,chuáng,6,banner,"classifier for buildings, carriage curtain (old)",
2262,闖,chuǎng,6,to rush,"to charge, to dash, to break through, to temper oneself (through battling hardships)",
2263,創作,chuàngzuò,6,to create,"to produce, to write, creative work, creation, CL:個|个[ge4]",
2264,春季,chūnjì,6,springtime,,
2265,春假,chūnjià,6,spring break,,
2266,磁帶,cídài,6,magnetic tape,"CL:盤|盘[pan2],盒[he2]",
2267,詞典,cídiǎn,6,dictionary (of Chinese compound words),"also written 辭典|辞典[ci2 dian3], CL:部[bu4],本[ben3]",Duplicate Pinyin
